Reactants_SMILES,Products_SMILES,Reaction_SMILES,ROOT:RX_ID,ROOT:RX_NVAR,ROOT:RX_RANK,ROOT:RX_RTYP,ROOT:RX_RCT,ROOT:RX_PRO,ROOT:RX_BIN,ROOT:RXD:CL,ROOT:RXD:STP,ROOT:RXD:T,ROOT:RXD:TYP,ROOT:RXD:SUB,ROOT:RXD:SOL,ROOT:RXD:citation,ROOT:COPYRIGHT:COPYRIGHT,ROOT:RXD:TIM,ROOT:RXD:COND,ROOT:RXD:PH,ROOT:RXD:LCN,ROOT:RXD:COM,ROOT:RXD:RGT,ROOT:RXD:YPRO,ROOT:RXD:YD,ROOT:RXD:NYD,ROOT:RXD:PRT,ROOT:RXD:RXDES,ROOT:RXD:YDO,ROOT:RXD:SNR,ROOT:RXD:SRCT,ROOT:RXD:LB,ROOT:RXD:TI,ROOT:RXD:TXT,ROOT:RXD:CAT
[H][C@]12CCCN1c1ccc(Cl)cc1C[C@@]21Oc2ccccc2C1=O,,[H][C@]12CCCN1c1ccc(Cl)cc1C[C@@]21Oc2ccccc2C1=O>>,54590674,1,41,half reaction|has preparation,,"(2R,3a'R)-7'-chloro-1',2',3',3a'-tetrahydro-3H,5'H-spiro[benzofuran-2,4'-pyrrolo[1,2-a]quinolin]-3-one",,Preparation,1,80,Michael Addition,,dichloromethane,80037611; Patent; QINGDAO AGRICULTURAL UNIVERSITY; CN111233881; A; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,3.5,,,Paragraph 0040-0048; 0051; 0052; 0110-0116,,scandium tris(trifluoromethanesulfonate),"(2R,3a'R)-7'-chloro-1',2',3',3a'-tetrahydro-3H,5'H-spiro[benzofuran-2,4'-pyrrolo[1,2-a]quinolin]-3-one",57 percent,57,,,,,,10,Example 1,"General procedure: Orange ketone compound 1a (0.1mmol) Under the action of catalyst (20molpercent, 0.02mmol), After trans-Michael addition in solvent (1.0 mL), the addition product 2a is obtained, Its",
[H][C@]12CCCN1c1cccc(OC)c1C[C@@]21Oc2ccccc2C1=O,,[H][C@]12CCCN1c1cccc(OC)c1C[C@@]21Oc2ccccc2C1=O>>,54590679,1,41,half reaction|has preparation,,"(2R,3a'R)-6'-methoxy-1',2',3',3a'-tetrahydro-3H,5'H-spiro[benzofuran-2,4'-pyrrolo[1,2-a]quinolin]-3-one",,Preparation,1,80,Michael Addition,,dichloromethane,80037611; Patent; QINGDAO AGRICULTURAL UNIVERSITY; CN111233881; A; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,3.5,,,Paragraph 0040-0048; 0051; 0052; 0145-0151,,scandium tris(trifluoromethanesulfonate),"(2R,3a'R)-6'-methoxy-1',2',3',3a'-tetrahydro-3H,5'H-spiro[benzofuran-2,4'-pyrrolo[1,2-a]quinolin]-3-one",58 percent,58,,,,,,15,Example 1,"General procedure: Orange ketone compound 1a (0.1mmol) Under the action of catalyst (20molpercent, 0.02mmol), After trans-Michael addition in solvent (1.0 mL), the addition product 2a is obtained, Its",
O=C1c2ccccc2OC12Cc1ccccc1N1CCCCC12,,O=C1c2ccccc2OC12Cc1ccccc1N1CCCCC12>>,54590681,1,41,half reaction|has preparation,,C20H19NO2,,Preparation,1,80,Michael Addition,,dichloromethane,80037611; Patent; QINGDAO AGRICULTURAL UNIVERSITY; CN111233881; A; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,3.5,,,Paragraph 0040-0048; 0051; 0052; 0159-0165,,scandium tris(trifluoromethanesulfonate),C20H19NO2,62 percent,62,,,,,,17,Example 1,"General procedure: Orange ketone compound 1a (0.1mmol) Under the action of catalyst (20molpercent, 0.02mmol), After trans-Michael addition in solvent (1.0 mL), the addition product 2a is obtained, Its",
[H][C@]12CCCN1c1ccc3ccccc3c1C[C@@]21Oc2ccccc2C1=O,,[H][C@]12CCCN1c1ccc3ccccc3c1C[C@@]21Oc2ccccc2C1=O>>,54590685,1,41,half reaction|has preparation,,"(2R,12a'R)-1',2',3',12a'-tetrahydro-3H,11'H-spiro[benzofuran-2,12'-benzo[f]pyrrolo[1,2-a]quinolin]-3-one",,Preparation,1,80,Michael Addition,,dichloromethane,80037611; Patent; QINGDAO AGRICULTURAL UNIVERSITY; CN111233881; A; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,3.5,,,Paragraph 0040-0048; 0051; 0052; 0187-0193,,scandium tris(trifluoromethanesulfonate),"(2R,12a'R)-1',2',3',12a'-tetrahydro-3H,11'H-spiro[benzofuran-2,12'-benzo[f]pyrrolo[1,2-a]quinolin]-3-one",64 percent,64,,,,,,21,Example 1,"General procedure: Orange ketone compound 1a (0.1mmol) Under the action of catalyst (20molpercent, 0.02mmol), After trans-Michael addition in solvent (1.0 mL), the addition product 2a is obtained, Its",
[H][C@@]12CCCN1c1ccccc1C[C@@]21C(=O)c2ccccc2N1C(C)=O,,[H][C@@]12CCCN1c1ccccc1C[C@@]21C(=O)c2ccccc2N1C(C)=O>>,54590698,1,41,half reaction|has preparation,,"(2R,3a'R)-1-acetyl-1',2',3',3a'-tetrahydro-5'H-spiro[indoline-2,4'-pyrrolo[1,2-a]quinolin]-3-one",,Preparation,1,80,Michael Addition,,dichloromethane,80037611; Patent; QINGDAO AGRICULTURAL UNIVERSITY; CN111233881; A; (2020);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,3.5,,,Paragraph 0040-0048; 0216; 0217; 0281-0287,,scandium tris(trifluoromethanesulfonate),"(2R,3a'R)-1-acetyl-1',2',3',3a'-tetrahydro-5'H-spiro[indoline-2,4'-pyrrolo[1,2-a]quinolin]-3-one",63 percent,63,,,,,,34,Example 1,"General procedure: Orange ketone compound 1a (0.1mmol) Under the action of catalyst (20molpercent, 0.02mmol), After trans-Michael addition in solvent (1.0 mL), the addition product 2a is obtained, Its",
[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccc(F)cc1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,,[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccc(F)cc1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>,56433247,1,41,half reaction|has preparation,,C30H25FN2O7,,Preparation,1,20,Michael Addition,,diethyl ether,82881820; Patent; GUIZHOU UNIVERSITY; CN112390804; A; (2021);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,120,,,Paragraph 0027-0029; 0032; 0038,,QD-4,C30H25FN2O7,63 percent,63,,,> 99 percent ee,,,,,"General procedure: Embodiments of the present invention:Add the bifunctional oxidized indole-chromone 3C synthon 1a (0.10 mmol) to the reaction tube in sequence, Nitrostyrene 2a (0.15mmol), chiral thi",
[H][C@]12C(=O)c3cc(C)ccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccccc1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,,[H][C@]12C(=O)c3cc(C)ccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccccc1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>,56433248,1,41,half reaction|has preparation,,C31H28N2O7,,Preparation,1,20,Michael Addition,,diethyl ether,82881820; Patent; GUIZHOU UNIVERSITY; CN112390804; A; (2021);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,120,,,Paragraph 0027-0029; 0032; 0039,,QD-4,C31H28N2O7,55 percent,55,,,> 99 percent ee,,,,,"General procedure: Embodiments of the present invention:Add the bifunctional oxidized indole-chromone 3C synthon 1a (0.10 mmol) to the reaction tube in sequence, Nitrostyrene 2a (0.15mmol), chiral thi",
[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccc(OC)cc1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccc(C)cc21,,[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccc(OC)cc1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccc(C)cc21>>,56433249,1,41,half reaction|has preparation,,C32H30N2O8,,Preparation,1,20,Michael Addition,,diethyl ether,82881820; Patent; GUIZHOU UNIVERSITY; CN112390804; A; (2021);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,120,,,Paragraph 0027-0029; 0032; 0043,,QD-4,C32H30N2O8,62 percent,62,,,96 percent ee,,,,,"General procedure: Embodiments of the present invention:Add the bifunctional oxidized indole-chromone 3C synthon 1a (0.10 mmol) to the reaction tube in sequence, Nitrostyrene 2a (0.15mmol), chiral thi",
[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccccc1C)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,,[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccccc1C)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>,56433260,1,41,half reaction|has preparation,,C31H28N2O7,,Preparation,1,20,Michael Addition,,diethyl ether,82881820; Patent; GUIZHOU UNIVERSITY; CN112390804; A; (2021);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,120,,,Paragraph 0027-0029; 0032; 0034,,QD-4,C31H28N2O7,60 percent,60,,,> 99 percent ee,,,,,"General procedure: Embodiments of the present invention:Add the bifunctional oxidized indole-chromone 3C synthon 1a (0.10 mmol) to the reaction tube in sequence, Nitrostyrene 2a (0.15mmol), chiral thi",
[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1cccc(OC)c1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,,[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1cccc(OC)c1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>,56433261,1,41,half reaction|has preparation,,C31H28N2O8,,Preparation,1,20,Michael Addition,,diethyl ether,82881820; Patent; GUIZHOU UNIVERSITY; CN112390804; A; (2021);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,120,,,Paragraph 0027-0029; 0032; 0036,,QD-4,C31H28N2O8,63 percent,63,,,> 99 percent ee,,,,,"General procedure: Embodiments of the present invention:Add the bifunctional oxidized indole-chromone 3C synthon 1a (0.10 mmol) to the reaction tube in sequence, Nitrostyrene 2a (0.15mmol), chiral thi",
[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccc(Cl)cc1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,,[H][C@]12C(=O)c3ccccc3O[C@@]1([H])[C@H]([N+](=O)[O-])[C@@H](c1ccc(Cl)cc1)[C@@]21C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>,56433262,1,41,half reaction|has preparation,,C30H25ClN2O7,,Preparation,1,20,Michael Addition,,diethyl ether,82881820; Patent; GUIZHOU UNIVERSITY; CN112390804; A; (2021);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,120,,,Paragraph 0027-0029; 0032; 0037,,QD-4,C30H25ClN2O7,55 percent,55,,,> 99 percent ee,,,,,"General procedure: Embodiments of the present invention:Add the bifunctional oxidized indole-chromone 3C synthon 1a (0.10 mmol) to the reaction tube in sequence, Nitrostyrene 2a (0.15mmol), chiral thi",
CCCCN1C(=O)[C@@]([C@H](CC(=O)c2ccccc2)c2ccccc2)(n2ccc(=O)[nH]2)c2ccccc21,,CCCCN1C(=O)[C@@]([C@H](CC(=O)c2ccccc2)c2ccccc2)(n2ccc(=O)[nH]2)c2ccccc21>>,60137754,1,41,half reaction|has preparation,,"(±)-(S)-1-butyl-3-((R)-3-oxo-1,3-diphenylpropyl)-3-(3-oxo-2,3-dihydro-1H-pyrazol-1-yl)indolin-2-one",,Preparation,1,20,Michael Addition,,"N,N-dimethyl-formamide",112000299; Patent; SICHUAN AGRICULTURAL UNIVERSITY; CN113773306; A; (2021);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,,,Paragraph 0057-0058; 0063-0064; 0095-0096; 0098-0100,,sodium tertiary butoxide,"(±)-(S)-1-butyl-3-((R)-3-oxo-1,3-diphenylpropyl)-3-(3-oxo-2,3-dihydro-1H-pyrazol-1-yl)indolin-2-one",55 percent,55,,,,,,8,,"General procedure: 3) isatin N,N'-cyclic azomethine imine (1.0mmol), chalcone (2.2mmol) and N,N-dimethylformamide (6.0mL) were added to 25mL In the reaction test tube, stir evenly at room temperature,",
Cc1nc(-c2ccccc2)nc(-c2cccs2)c1-c1ccccc1,,Cc1nc(-c2ccccc2)nc(-c2cccs2)c1-c1ccccc1>>,70507575,1,41,half reaction|has preparation,,C21H16N2S,,Preparation,1,80,Michael Addition,,toluene,136950672; Patent; FENGHUA TECH DEVELOPMENT; CN118724822; A; (2024);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,1,Schlenk technique|Inert atmosphere,,Paragraph 0049-0053; 0056,,potassium carbonate,C21H16N2S,57 percent,57,,,,,,10,Embodiment 1-41,"General procedure: In the 35mL Schlenk tube, according to the raw material ratio in Table 1, bienone (I.) was added, replacing amidine hydrochloride (II.) and alkali, nitrogen was withdrawn 3 times, 1",
Cc1nc(-c2ccccc2)nc(-c2ccccc2)c1-c1ccc(Br)cc1,,Cc1nc(-c2ccccc2)nc(-c2ccccc2)c1-c1ccc(Br)cc1>>,70507580,1,41,half reaction|has preparation,,C23H17BrN2,,Preparation,1,80,Michael Addition,,toluene,136950672; Patent; FENGHUA TECH DEVELOPMENT; CN118724822; A; (2024);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,1,Schlenk technique|Inert atmosphere,,Paragraph 0049-0053; 0056-0057,,potassium carbonate,C23H17BrN2,64 percent,64,,,,,,19,Embodiment 1-41,"General procedure: In the 35mL Schlenk tube, according to the raw material ratio in Table 1, bienone (I.) was added, replacing amidine hydrochloride (II.) and alkali, nitrogen was withdrawn 3 times, 1",
CCOC(=O)C(C(=O)OCC)[C@H](C[N+](=O)[O-])c1ccc(OC)cc1,,CCOC(=O)C(C(=O)OCC)[C@H](C[N+](=O)[O-])c1ccc(OC)cc1>>,40051224,1,40,half reaction|has preparation,,(S)-ethyl-2-carboethoxy-4-nitro-3-(4-methoxyphenyl)butyrate,,Preparation,1,20,Michael Addition,,acetonitrile,66054824; Patent; NEW YORK UNIVERSITY; US2015/112066; A1; (2015);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,24,,,Paragraph 0115,,C55H44CuF12N7O3S(2+)*2ClO4(1-)|triethylamine,(S)-ethyl-2-carboethoxy-4-nitro-3-(4-methoxyphenyl)butyrate,46 percent,46,,,,,,11.2,,General procedure: Examples 1-9 demonstrate the ability to achieve consistent enantiomeric excess in the malonate/nitrostyrene reaction and that the absolute configuration of the product depends only,
CCOC(=O)C(C(=O)OCC)[C@H](C[N+](=O)[O-])c1ccc(Br)cc1,,CCOC(=O)C(C(=O)OCC)[C@H](C[N+](=O)[O-])c1ccc(Br)cc1>>,40051226,1,40,half reaction|has preparation,,(S)-2-[1-(4-bromophenyl)-2-nitroethyl]malonic acid diethyl ester,,Preparation,1,20,Michael Addition,,acetonitrile,66054824; Patent; NEW YORK UNIVERSITY; US2015/112066; A1; (2015);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,24,,,Paragraph 0115,,C55H44CuF12N7O3S(2+)*2ClO4(1-)|triethylamine,(S)-2-[1-(4-bromophenyl)-2-nitroethyl]malonic acid diethyl ester,45 percent,45,,,,,,11.4,,General procedure: Examples 1-9 demonstrate the ability to achieve consistent enantiomeric excess in the malonate/nitrostyrene reaction and that the absolute configuration of the product depends only,
CCOC(=O)C(C(=O)OCC)[C@H](C[N+](=O)[O-])c1ccc(O)cc1,,CCOC(=O)C(C(=O)OCC)[C@H](C[N+](=O)[O-])c1ccc(O)cc1>>,40051227,1,40,half reaction|has preparation,,C15H19NO7,,Preparation,1,20,Michael Addition,,acetonitrile,66054824; Patent; NEW YORK UNIVERSITY; US2015/112066; A1; (2015);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,24,,,Paragraph 0115,,C55H44CuF12N7O3S(2+)*2ClO4(1-)|triethylamine,C15H19NO7,51 percent,51,,,,,,11.5,,General procedure: Examples 1-9 demonstrate the ability to achieve consistent enantiomeric excess in the malonate/nitrostyrene reaction and that the absolute configuration of the product depends only,
CCCCCCCCCC(CC(=O)CCc1ccc(O)c(OC)c1)SC[C@H](N)C(=O)O,,CCCCCCCCCC(CC(=O)CCc1ccc(O)c(OC)c1)SC[C@H](N)C(=O)O>>,42359481,1,40,half reaction|has preparation,,5-cysteinyl-[10]-shogaol,,Preparation,1,20,Michael Addition,,methanol|water,68457569; Patent; UNIVERSITY OF NORTH CAROLINA SYSTEM; US9272994; B1; (2016);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,24,,,Page/Page column 48; 49; 60,,sodium hydrogencarbonate,5-cysteinyl-[10]-shogaol,54 percent,54,,,,,,,Synthesis of 5-Cysteinyl-[6]-Shogaol (M2),"General procedure: Synthesis of 5-Cysteinyl-[6]-Shogaol (M2) General procedure A was followed using [6]-shogaol (200 mg, 0.72 mmol), L-cysteine (263 mg, 2.17 mmol), and NaHCO3 (3 mg, 0.036 mmol) in me",
Cc1cc(CC(C[N+](=O)[O-])c2cncc(Br)c2)nc(-n2c(C)ccc2C)c1,,Cc1cc(CC(C[N+](=O)[O-])c2cncc(Br)c2)nc(-n2c(C)ccc2C)c1>>,43038332,1,40,half reaction|has preparation,,"2-(2-(5-bromopyridin-3-yl)-3-nitropropyl)-6-(2,5-dimethyl-1H-pyrrol-1-yl)-4-methylpyridine",,Preparation,1,0|-78,Michael Addition,,tetrahydrofuran|hexane|tetrahydrofuran|hexane,68915737; Patent; NORTHWESTERN UNIVERSITY ILLINOIS; WO2016/73623; A2; (2016);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,0.5,,,Paragraph 0285; 0290,,n-butyllithium,"2-(2-(5-bromopyridin-3-yl)-3-nitropropyl)-6-(2,5-dimethyl-1H-pyrrol-1-yl)-4-methylpyridine",51 percent,51,,,,2,,128,"2-(2,5-Dimethyl-1H-pyrrol-1-yl)-6-(3-(1-(6-(2,5-dimethyl-1H-pyrrol-1-yl)-4- methylpyridin-2-yl)-3-nitropropan-2-yl)phenethyl)-4-methylpyridine (23).","General procedure: The title compound (531 mg, 61%) was prepared according to a similar procedures described in the synthesis of 19a- b using n-BuLi (1.6 M, 1.21 mL, 1.94 mmol), 9 (387 mg, 1.94 mmol),",
Cc1cccc(C(Cc2onc(C)c2[N+](=O)[O-])C2(Cc3ccc(Cl)cc3)C(=O)N(C)c3ccccc32)c1,,Cc1cccc(C(Cc2onc(C)c2[N+](=O)[O-])C2(Cc3ccc(Cl)cc3)C(=O)N(C)c3ccccc32)c1>>,46410282,1,40,half reaction|has preparation,,C29H26ClN3O4,,Preparation,1,50,Michael Addition,,dichloromethane,72379859; Patent; GUIZHOU UNIVERSITY; CN107235969; A; (2017);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,24,Inert atmosphere,,Paragraph 0018; 0019; 0020; 0021; 0022,,tetrabutylammomium bromide|potassium carbonate,C29H26ClN3O4,50 percent,50,,,,,,,"Preparation of key intermediate 3 of hexahydropyridine-2,3-indol-2-one skeleton compound","General procedure: Compound 3aa: 94.8 mg was added to the reaction flaskN-methyl-3-benzyloxyindole 1a (0.4 mmol) and138mgNitroisoxazole olefins2a (0.6 mmol),Was dissolved in 5.0 mL of dichloromethane,",
O=[N+]([O-])C[C@](NC1CC1)(c1ccc(C(F)(F)F)cc1)C(F)(F)F,O=[N+]([O-])C[C@@](NC1CC1)(c1ccc(C(F)(F)F)cc1)C(F)(F)F,O=[N+]([O-])C[C@](NC1CC1)(c1ccc(C(F)(F)F)cc1)C(F)(F)F>>O=[N+]([O-])C[C@@](NC1CC1)(c1ccc(C(F)(F)F)cc1)C(F)(F)F,48084650,1,40,half reaction|has preparation,,"(R)-N-(1,1,1-trifluoro-3-nitro-2-(4-(trifluoromethyl)phenyl)propan-2-yl)cyclopropanamine|(S)-N-(1,1,1-trifluoro-3-nitro-2-(4-(trifluoromethyl)phenyl)propan-2-yl)cyclopropanamine",,Preparation,1,-78|-78|70,Michael Addition,,toluene|toluene|ethanol,73410962; Patent; SHENZHEN GRADUATE SCHOOL; CN105367427; B; (2018);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,0.5|36|2,Inert atmosphere|Molecular sieve,,Paragraph 0115; 0116; 0117; 0118; 0119; 0180;0181-0184,,"1,1,1,3',3',3'-hexafluoro-propanol|Lithium 1,1,1,3,3,3-hexamethyldisilazide|chloro-trimethyl-silane|zinc","(S)-N-(1,1,1-trifluoro-3-nitro-2-(4-(trifluoromethyl)phenyl)propan-2-yl)cyclopropanamine|(R)-N-(1,1,1-trifluoro-3-nitro-2-(4-(trifluoromethyl)phenyl)propan-2-yl)cyclopropanamine",64 percent|64 percent,64|64,,,84 percent ee|84 percent ee,3,,17,Example 1,"General procedure: In the dry 10mLAdd mesitylene-substituted sterol-derived triazole carbene reminder to test tube(0.01mmol, 0.2eq),100mg preactivated powdered molecular sieves and 0.4mL anhydrous tol",
CC(CC(C)(C)C)C(=O)OCCO,,CC(CC(C)(C)C)C(=O)OCCO>>,48936261,1,40,half reaction|has preparation,,"2-Hydroxyethyl 2,4,4-trimethylpentanoate",,Preparation,1,40,Michael Addition,,acetone,74820782; Patent; SICHUAN UNIVERSITY; CN108456156; A; (2018);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,Irradiation,,Paragraph 0085; 0086; 0089,,"dipotassium hydrogenphosphate|(4,4'-di-tert-butyl-2,2'-dipyridyl)-bis-(2-phenylpyridine(-1H))-iridium(III) hexafluorophosphate","2-Hydroxyethyl 2,4,4-trimethylpentanoate",45 percent,45,,,,,,31,Example 21-38,"General procedure: In the following examples, Ia-2 is used as a radical precursor and reacted with different Michael acceptor II to obtain an addition product III.Using the optimal reaction conditions",
CC(C)CCS(=O)(=O)c1ccccc1,,CC(C)CCS(=O)(=O)c1ccccc1>>,48936285,1,40,half reaction|has preparation,,1-phenylsulphonyl-3-methyl butane,,Preparation,1,40,Michael Addition,,acetone,74820782; Patent; SICHUAN UNIVERSITY; CN108456156; A; (2018);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,Irradiation,,Paragraph 0108; 0109; 0132,,"dipotassium hydrogenphosphate|(4,4'-di-tert-butyl-2,2'-dipyridyl)-bis-(2-phenylpyridine(-1H))-iridium(III) hexafluorophosphate",1-phenylsulphonyl-3-methyl butane,49 percent,49,,,,,,59,Examples 39-66,"General procedure: In the following examples, Ib, Ic, Id, and Ie are radical precursors respectively, which react with Michael acceptor II to obtain an addition.Product III,Using the optimal reaction",
COC(=O)CC(c1ccccc1)C1CCN(C(=O)OC(C)(C)C)CC1,,COC(=O)CC(c1ccccc1)C1CCN(C(=O)OC(C)(C)C)CC1>>,48936289,1,40,half reaction|has preparation,,tert-butyl 4-(3-methoxy-3-oxo-1-phenylpropyl)piperidine-1-carboxylate,,Preparation,1,40,Michael Addition,,acetone,74820782; Patent; SICHUAN UNIVERSITY; CN108456156; A; (2018);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,Irradiation,,Paragraph 0108; 0109; 0138,,"dipotassium hydrogenphosphate|(4,4'-di-tert-butyl-2,2'-dipyridyl)-bis-(2-phenylpyridine(-1H))-iridium(III) hexafluorophosphate",tert-butyl 4-(3-methoxy-3-oxo-1-phenylpropyl)piperidine-1-carboxylate,51 percent,51,,,,,,63,Examples 39-66,"General procedure: In the following examples, Ib, Ic, Id, and Ie are radical precursors respectively, which react with Michael acceptor II to obtain an addition.Product III,Using the optimal reaction",
CC(C)(C)OC(=O)N1CCC(C2CCC(=O)C2)CC1,,CC(C)(C)OC(=O)N1CCC(C2CCC(=O)C2)CC1>>,48936290,1,40,half reaction|has preparation,,tert-butyl 4-(3-oxocyclopentyl)piperidine-1-carboxylate,,Preparation,1,40,Michael Addition,,acetone,74820782; Patent; SICHUAN UNIVERSITY; CN108456156; A; (2018);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,Irradiation,,Paragraph 0108; 0109; 0138,,"dipotassium hydrogenphosphate|(4,4'-di-tert-butyl-2,2'-dipyridyl)-bis-(2-phenylpyridine(-1H))-iridium(III) hexafluorophosphate",tert-butyl 4-(3-oxocyclopentyl)piperidine-1-carboxylate,49 percent,49,,,,,,64,Examples 39-66,"General procedure: In the following examples, Ib, Ic, Id, and Ie are radical precursors respectively, which react with Michael acceptor II to obtain an addition.Product III,Using the optimal reaction",
CC(=O)CC(C)C1CCN(C(=O)OC(C)(C)C)CC1,,CC(=O)CC(C)C1CCN(C(=O)OC(C)(C)C)CC1>>,48936291,1,40,half reaction|has preparation,,tert-butyl 4-(4-oxopentan-2-yl)piperidine-1-carboxylate,,Preparation,1,40,Michael Addition,,acetone,74820782; Patent; SICHUAN UNIVERSITY; CN108456156; A; (2018);,Copyright (C) 2025 Elsevier Life Sciences IP Limited except certain content provided by third parties. Reaxys is a trademark of Elsevier Life Sciences IP Limited.,,Irradiation,,Paragraph 0108; 0109; 0138,,"dipotassium hydrogenphosphate|(4,4'-di-tert-butyl-2,2'-dipyridyl)-bis-(2-phenylpyridine(-1H))-iridium(III) hexafluorophosphate",tert-butyl 4-(4-oxopentan-2-yl)piperidine-1-carboxylate,47 percent,47,,,,,,65,Examples 39-66,"General procedure: In the following examples, Ib, Ic, Id, and Ie are radical precursors respectively, which react with Michael acceptor II to obtain an addition.Product III,Using the optimal reaction",
